realm-java 6cf596df183b3c3a38ed5dd9bb3b0100c6548ebb EXTRACT	{Method showStatus(Realm) at examples/migrationExample/src/main/java/io/realm/examples/realmmigrationexample/MigrationExampleActivity.java:112}	{Method showStatus(String) at examples/migrationExample/src/main/java/io/realm/examples/realmmigrationexample/MigrationExampleActivity.java:131})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImageProperty8BIM, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperty8BIMData.java:98}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageSourceOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method DepthKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:540}	{Method Depth() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:750})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyIPTCContactInfo, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTCContactInfoData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerScanOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyCanon, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyCanonData.java:98}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageSourceOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method CopyrightKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyPNG.java:193}	{Method Copyright() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyPNG.java:218})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method CityKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTC.java:457}	{Method City() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTC.java:478})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyNikon, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyNikonData.java:98}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageDestinationCopySourceOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method TrackKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyGPS.java:298}	{Method Track() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyGPS.java:322})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyIPTCContactInfo, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTCContactInfoData.java:98}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageSourceOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyJFIF, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyJFIFData.java:102}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyCIFF, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyCIFFData.java:98}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerScanOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyCanon, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyCanonData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method DOPKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyGPS.java:278}	{Method DOP() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyGPS.java:302})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method SatellitesKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyGPS.java:263}	{Method Satellites() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyGPS.java:287})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyNikon, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyNikonData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method LatitudeRefKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyGPS.java:228}	{Method LatitudeRef() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyGPS.java:252})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method GrayValue() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyColorModel.java:113}	{Method Gray() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyColorModel.java:140})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method DestinationOrientationKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageDestinationCopySourceOptions.java:218}	{Method DestinationOrientation() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageDestinationCopySourceOptions.java:254})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyIPTCContactInfo, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTCContactInfoData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyTIFF, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyTIFFData.java:102}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageDestinationProperties.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyExifAux, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExifAuxData.java:98}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageMetadataEnumerationOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method ExifValue() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageMetadataNamespace.java:129}	{Method Exif() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageMetadataNamespace.java:155})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyIPTC, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTCData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBConnectPeripheralOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyPNG, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyPNGData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerScanOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method SensingMethodKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:602}	{Method SensingMethod() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:620})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyTIFF, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyTIFFData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBConnectPeripheralOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyExifAux, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExifAuxData.java:98}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBPeripheralManagerOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method MakerCanonDictionaryKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:465}	{Method MakerCanonDictionary() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:675})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyNikon, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyNikonData.java:98}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageSourceOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyJFIF, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyJFIFData.java:98}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBConnectPeripheralOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INLINE	{Method getDictionary() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTCContactInfoData.java:76}	{Method set8BIMData(CGImageProperty8BIMData) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:379})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyPNG, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyPNGData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method OverflowServiceUUIDsKey() at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBAdvertisementData.java:162}	{Method OverflowServiceUUIDs() at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBAdvertisementData.java:183})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImageProperty8BIM, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperty8BIMData.java:98}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageMetadataEnumerationOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method OrientationKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyTIFF.java:196}	{Method Orientation() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyTIFF.java:221})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method ISOSpeedLatitudezzzKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:432}	{Method ISOSpeedLatitudezzz() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:450})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyIPTCContactInfo, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTCContactInfoData.java:98}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBPeripheralManagerOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method OwnerNameKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExifAux.java:164}	{Method OwnerName() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExifAux.java:190})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyGPS, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyGPSData.java:98}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBConnectPeripheralOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImageProperty8BIM, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperty8BIMData.java:102}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageDestinationCopySourceOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyNikon, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyNikonData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerScanOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method PhotometricInterpretationKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyTIFF.java:171}	{Method PhotometricInterpretation() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyTIFF.java:196})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method ExposureProgramKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:387}	{Method ExposureProgram() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:405})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method ApertureValueKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:467}	{Method ApertureValue() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:485})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method NotifyOnDisconnectionKey() at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBConnectPeripheralOptions.java:132}	{Method NotifyOnDisconnection() at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBConnectPeripheralOptions.java:167})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImageProperty8BIM, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperty8BIMData.java:102}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBPeripheralManagerOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INLINE	{Method getDictionary() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageMetadataEnumerationOptions.java:76}	{Method set8BIMData(CGImageProperty8BIMData) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:379})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyDNG, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyDNGData.java:98}	{Method set(NSString, NSObject) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBConnectPeripheralOptions.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method EmailsKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTCContactInfo.java:150}	{Method Emails() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyIPTCContactInfo.java:176})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method RGBValue() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyColorModel.java:108}	{Method RGB() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyColorModel.java:135})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method FocalLengthKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:507}	{Method FocalLength() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:525})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method MeasuredEVKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyCIFF.java:279}	{Method MeasuredEV() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyCIFF.java:303})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method TxPowerLevelKey() at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBAdvertisementData.java:151}	{Method TxPowerLevel() at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBAdvertisementData.java:172})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method VersionKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperty8BIM.java:105}	{Method Version() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperty8BIM.java:132})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyExif, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExifData.java:102}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyCIFF, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyCIFFData.java:102}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImagePropertyJFIF, String) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyJFIFData.java:98}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageDestinationProperties.java:105})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method LongitudeRefKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyGPS.java:238}	{Method LongitudeRef() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyGPS.java:262})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 RENAME	{Method getDictionary() at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerRestoredState.java:74}	{Method get(NSString) at cocoatouch/src/main/java/org/robovm/apple/corebluetooth/CBCentralManagerRestoredState.java:98})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INTERNAL_MOVE_RENAME	{Method ComponentsConfigurationKey() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:452}	{Method ComponentsConfiguration() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyExif.java:470})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 INLINE	{Method getDictionary() at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImagePropertyTIFFData.java:76}	{Method set8BIMData(CGImageProperty8BIMData) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperties.java:379})
robovm bf5ee44b3b576e01ab09cae9f50300417b01dc07 EXTRACT_MOVE	{Method set(CGImageProperty8BIM, double) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageProperty8BIMData.java:102}	{Method set(CFString, NativeObject) at cocoatouch/src/main/java/org/robovm/apple/imageio/CGImageSourceOptions.java:105})
